SITE.ID	ABLABESMYIA	APEDILUM	BOREOCHLUS	BRILLIA	BRYOPHAENOCLADIUS	CARDIOCLADIUS	CHAETOCLADIUS	CHIRONOMUS	CLADOTANYTARSUS	CORYNONEURA	CRICOTOPUS	DIAMESA	EUKIEFFERIELLA	HELENIELLA	HETEROTRISSOCLADIUS	HYDROBAENUS	KRENOPELOPIA	KRENOSMITTIA	LARSIA	LIMNOPHYES	LOPESCLADIUS	MACROPELOPIA	METRIOCNEMUS	MICROPSECTRA	MICHROTENDIPES	MICROTENDIPES	NILOTANYPUS	PAGASTIA	PARAKIEFFERIELLA	PARAMETRIOCNEMUS	PARAPHAENOCLADIUS	PARATANYTARSUS	PARORTHOCLADIUS	PENTANEURA	PHAENOPSECTRA	POLYPEDILUM	POTTHASTIA	PSECTROTANYPUS	PSEUDODIAMESA	PSEUDORTHOCLADIUS	RADOTANYPUS	RHEOCRICOTOPUS	RHEOTANYTARSUS	STEMPELLINA	STEMPELLINELLA	STILOCLADIUS	SYNORTHOCLADIUS	TANYTARSUS	THIENEMANNIELLA	THIENEMANNIMYIA	TVETENIA	MICROPSECTRA.TANYTARSUS	PARAMERINA.ZAVRELIMYIA	SERGENTIA	ORTHOCLADIUS	AMPHIZOA	GYRINUS	AGABUS	OREODYTES	AMPUMIXIS	CLEPTELMIS	DUBIRAPHIA	HETERLIMNIUS	LARA	NARPUS	OPTIOSERVUS	ORDOBREVIA	ZAITZEVIA	C..BARR.UNDESCRIBED	BRYCHIUS	HALIPLUS	AMETOR	BEROSUS	ENOCHRUS	HELOPHORUS	CYMBIODYTA	CRENITIS	ANACAENA	HYDROBIUS	ACNEUS	EUBRIANAX	PSEPHENUS	OCHTHEBIUS	HYDRAENA	CAECIDOTEA	HYALELLA	GAMMARUS	PACIFASTACUS	DEUTEROPHLEBIA	ATHERIX	LIMNOPHORA	GLUTOPS	PTYCHOPTERA	THAUMALEA	AGATHON	BLEPHARICERA	PHILORUS	BEZZIA.PALPOMYIA	ATRICHOPOGON	FORCIPOMYIA	CULICOIDES	DIXA	DIXELLA	MERINGODIXA	CHELIFERA	CLINOCERA	HEMERODROMIA	OREOGETON	WIEDEMANNIA	MARUINA	PERICOMA	PSYCHODA	PROSIMULIUM	SIMULIUM	CALOPARYPHUS	ANTOCHA	MOLOPHILUS	DICRANOTA	CRYPTOLABIS	HESPEROCONOPA	HEXATOMA	PILARIA	LIMNOPHILA	LIMONIA	PEDICIA	RHABDOMASTIX	TIPULA	GONOMYIA	BAETIS	CENTROPTILUM	DIPHETOR	LABIOBAETIS	ACENTRELLA	PROCLOEON	FALLCEON	CAENIS	ATTENELLA	CAUDATELLA	DRUNELLA	EPHEMERELLA	SERRATELLA	TIMPANOGA	CINYGMA	CINYGMULA	EPEORUS	HEPTAGENIA	NIXE	NIXE.LEUCOCRUTA	IRONODES	RHITHROGENA	PARALEPTOPHLEBIA	AMELETUS	TRICORYTHODES	FERRISIA	FLUMINICOLA	POTAMOPYRGUS	FOSSARIA	PHYSELLA	PHYSA	PROMENETUS	JUGA	GERRIS	LEBERTIA	ESTELLOXUS	WANDESIA	PROTZIA	ALBERTATHYAS	SPERCHON	SPERCHONOPSIS	TORRENTICOLA	TESTUDACARUS	HYGROBATES	ATRACTIDES	MIDEOPSIS	OROHERMES	SIALIS	HYDRA	POLYCELIS	PROSTOMA	CORDULEGASTER	OCTOGOMPHUS	OPHIOGOMPHUS	PISIDIUM	CORBICULA	KATHROPERLA	PARAPERLA	PLUMIPERLA	SUWALLIA	SWELTSA	DESPAXIA	MOSELIA	NEMOURA	AMPHINEMURA	MALENKA	PODMOSTA	PROSTOIA	SOYEDINA	VISOKA	ZAPADA	CALINEURIA	CLAASSENIA	DORONEURIA	HESPEROPERLA	CULTUS	DIURA	ISOPERLA	KOGOTUS	MEGARCYS	PERLINODES	SETVENA	SKWALA	SOLIPERLA	YORAPERLA	SIERRAPERLA	PTERONARCELLA	PTERONARCYS	HETEROPLECTRON	HELICOPSYCHE	LEPIDOSTOMA	AMIOCENTRUS	RHYACOPHILA	BRACHYCENTRUS	MICRASEMA	APATANIA	PEDOMOECUS	AGAPETUS	ANAGAPETUS	GLOSSOSOMA	PROTOPTILA	ARCTOPSYCHE	PARAPSYCHE	CHEUMATOPSYCHE	HYDROPSYCHE	PALAEGAPETUS	AGRAYLEA	HYDROPTILA	LEUCOTRICHIA	NEOTRICHIA	OCHROTRICHIA	METRICHIA.SP.	MYSTACIDES	OECETIS	CERACLEA	PSEUDOSTENOPHYLAX	ALLOCOSMOECUS	CRYPTOCHIA	DESMONA	DICOSMOECUS	ECCLISOCOSMOECUS	ECCLISOMYIA	GOERA	HYDATOPHYLAX	ONOCOSMOECUS	PHILOCASCA	PSYCHOGLYPHA	NEROPHILUS	NAMAMYIA	DOLOPHILODES	WORMALDIA	POLYCENTROPUS	PSYCHOMYIA	NEOTHREMMA	NEOPHYLAX	OLIGOPHLEBODES	FARULA	GUMAGA
00003WSE	0	0	0	106	0	0	0	0	5	 3	 0	0	 4	0	0	0	0	0	0	0	 0	0	0	 76	0	0	0	 0	0	 2	0	0	1	0	 0	14	 0	0	0	0	 0	 0	30	0	 1	0	1	 0	 3	4	 8	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  1	 0	 1	  0	 0	  4	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	1	0	0	0	 0	 0	 0	0	0	0	 0	6	3	0	  3	  0	 0	  0	 0	0	  0	0	 0	 0	0	 0	  3	0	  1	0	  3	 0	0	 1	  0	0	 0	0	0	1	0	 19	 0	  6	0	 0	0	0	0	 0	 0	  2	 0	 0	 0	  0	  8	  0	 0	 0	0	 3	  3	  0	 0	0	0	 0	 0	 0	0	 0	 0	  3	0	 3	0	0	0	0	1	0	 6	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  3	 0	  0	0	  0	33	0	0	 0	 0	  4	19	0	  0	 1	 0	 0	 0	  0	 0	 0	0	 0	 0	  1	0	 0	  0	 0	0	  5	 7	  9	 0	 2	  0	0	 0	 0	 16	0	 0	 0	 0	 10	0	 0	 0	0	0	0	0	 0	0	0	0	1	0	0	 0	 0	 0	 0	 0	0	0	1	0	0	 0	 2	 0	 0	 0	 0	 0	0	 0
00004CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 10	 1	 0	 82	 0	 17	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  5	  0	 0	  6	 5	0	  0	0	11	 0	0	 0	  5	0	  4	0	  8	 0	0	 0	  0	1	 0	0	0	0	0	 60	 0	  0	0	 0	0	0	0	 0	 0	  0	 0	 5	 1	  0	  1	  5	 0	 3	0	 3	 19	  1	 0	0	0	 0	 0	 0	0	 0	 0	 22	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	 12	 0	  0	0	  4	 0	0	0	 0	 0	  0	15	0	  0	 7	 0	 0	 1	  0	 0	 0	0	 0	 0	  4	0	 0	  0	 0	0	  0	 0	 26	 0	 3	  3	0	 0	 0	 94	0	11	 1	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 1	 0	0	0	0	0	0	 0	17	 0	 0	 0	 3	 0	0	 0
00004REM	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  0	 0	 0	  0	 0	  0	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 1	0	0	0	 0	0	0	0	  0	  0	 1	  1	 0	0	  0	0	 0	 0	0	 0	  0	0	  0	0	  0	 0	0	 0	  0	0	 0	0	0	0	0	 16	 0	  0	0	 0	0	0	0	 0	 0	  1	 0	 0	 0	  0	  2	  0	 0	 0	0	 0	  6	  0	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  1	 0	 0	 0	  4	 1	  0	0	  3	 0	0	0	 8	 0	  0	 1	0	  9	 0	 0	 0	 0	  0	 1	 0	0	 0	 6	  4	0	 0	  0	 0	0	  1	 0	  3	 0	 0	  0	0	 0	 0	  1	0	 0	 0	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 3	 0	0	 0
00004WSE	0	0	0	  0	0	0	0	0	0	 0	 4	0	 1	0	1	0	0	0	1	1	 0	3	0	 11	1	0	0	 0	0	 1	1	0	0	0	 0	 0	 0	0	0	0	 0	 3	 0	1	 0	0	1	 0	 0	0	 1	 0	 4	 0	0	1	0	0	0	 0	 7	 0	150	 1	 0	  1	 0	  0	0	0	0	 1	0	0	0	0	 0	0	0	 0	 0	 0	0	8	0	 0	  0	0	0	0	0	 5	 0	 0	0	0	0	 0	1	0	0	  1	  0	 0	  1	 0	0	  0	0	 0	31	0	 0	  1	0	  0	0	  0	 0	0	 0	  0	0	 0	0	0	0	0	  0	 0	  4	0	 0	0	0	0	 0	 0	 14	 0	 0	 0	 14	  0	  0	 0	 0	0	 0	  0	  0	 8	0	0	 0	 0	 0	0	 0	 0	  0	0	 5	0	1	5	0	5	3	 0	3	0	0	1	0	 4	 0	 0	 0	0	0	0	16	0	  0	 1	 0	 0	  5	 0	  5	0	  0	 4	0	0	 0	33	 29	 0	0	 25	 0	 0	 0	 0	  0	 0	 0	0	 0	 0	 16	0	 0	  0	 0	0	  0	 0	  6	 0	 8	  1	0	 0	 0	  0	0	 0	 1	 0	  1	0	 0	 0	0	0	0	0	 0	0	0	0	0	2	0	 9	 0	 0	 0	 0	0	0	0	0	0	 1	 0	 0	 0	 0	 1	 0	0	 0
00005CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 19	 0	 0	 15	 0	 10	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	1	0	0	0	 2	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  1	 2	0	  0	0	 0	 0	0	 0	  4	0	  0	0	  4	 0	0	 3	  0	0	 0	0	0	0	0	 72	 0	 18	0	 0	0	0	0	 0	 0	 17	 0	 0	 0	 11	  9	 17	 0	 0	0	 4	 21	 16	 1	0	0	 0	 0	 0	0	 0	 0	  3	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	1	0	 0	0	  0	 0	 0	 0	 16	 1	  0	0	 90	 0	0	0	 0	 0	 38	15	0	  0	 1	 0	 0	 0	  0	 0	 0	0	 0	 0	  0	0	 0	  0	 1	0	  0	 0	  7	 0	 2	  0	0	 0	 0	 31	0	 0	 0	 0	  1	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 9	 0	 0	 0	24	 0	0	 0
00005REM	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  9	 2	 1	  0	 0	  1	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  0	 5	0	  0	0	 0	 0	0	 0	  0	0	  0	0	  4	 0	7	 4	  0	1	 0	0	0	0	0	 70	 0	  0	0	 0	0	0	0	 1	 0	 28	 0	 6	 0	  0	  0	  2	 0	 0	0	 0	  4	  1	 1	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  2	 0	  0	0	  0	 0	0	0	 0	 0	  1	 3	0	  0	 0	 0	 0	 0	  0	 0	 0	0	 0	 2	  0	0	 0	  0	 0	0	  0	 0	 15	 0	 0	  1	0	 0	 0	  9	0	 0	 0	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 1	 0	 2	 0	 0	0	0	1	0	0	 0	 0	 0	 0	 0	 0	 0	0	 0
00006CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  2	 2	 0	  0	 0	  1	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  1	 1	0	  0	0	 0	 0	0	 0	  1	0	  0	0	  2	 0	0	 0	  0	0	 0	0	0	0	0	 34	 0	 20	0	 0	0	0	0	 0	 0	 24	33	 1	 0	  6	  0	102	 0	 0	0	 8	 32	 12	 5	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	 13	 8	  4	0	 21	 0	0	0	 0	11	 11	 6	0	  0	 0	 0	 0	 0	  0	 3	 0	0	 0	 2	 22	0	 0	  0	 0	0	  1	 0	 12	 0	 0	  0	0	 0	 0	  7	0	 0	 7	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 4	 0	 0	 0	43	 0	0	 0
00006REM	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  0	 0	 0	  3	 1	  1	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  5	 0	0	  0	0	 0	 0	0	 0	  2	0	  1	0	  0	 0	1	 4	  0	1	 0	0	0	0	0	 48	 0	  6	0	32	0	0	0	 0	 0	  0	 0	 1	 1	  0	  2	  0	 0	 1	0	 0	 10	  0	 0	0	0	 0	 0	 0	0	 0	 0	  1	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 1	  1	 0	  0	0	  0	 0	0	0	 0	 0	  0	25	0	  1	 1	 0	 0	 0	  0	 0	 0	0	 3	 0	  0	0	 0	  0	 0	0	  1	 0	  0	 0	 1	  0	0	 0	 0	  1	0	 0	 0	 0	  5	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	0	 0
00006WSE	0	0	0	  8	0	0	0	0	0	 6	17	0	 6	0	1	2	0	0	9	0	 0	0	0	 56	0	0	0	 4	3	77	1	0	0	0	 0	 0	 0	0	0	4	 0	20	10	1	45	3	0	 0	 3	0	11	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 11	 0	 0	  0	 0	  0	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  0	 0	0	  0	0	 0	 2	0	 0	  0	0	  0	0	  2	 0	0	 0	  0	1	 0	0	1	0	0	  2	 0	  5	0	 0	0	0	0	 0	 0	  6	 6	 0	 0	  4	 10	  0	 0	 0	0	 3	  1	  6	 6	0	0	 0	 0	 0	0	 0	 0	  0	0	 2	0	0	0	0	0	0	10	0	0	1	3	0	 0	 0	 9	 0	0	0	0	 0	0	  0	 0	 0	 0	 15	 0	  0	0	  0	 0	0	0	 0	21	  2	 0	0	  2	 0	 0	 0	 0	  0	 0	 0	0	 0	 0	  6	0	 0	  0	 0	0	  3	 0	  7	 0	 7	  0	0	 0	 2	  0	0	 0	 6	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	9	0	0	 0	 2	 0	 0	 0	 0	 0	0	 0
00007CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 1	 0	 0	 20	 0	 2	  0	 0	  2	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 1	 0	 0	0	0	0	 0	0	0	0	  1	  0	 0	  1	 0	0	  0	0	 0	 0	0	 0	  1	0	  1	0	  3	 0	0	 1	  0	0	 0	0	0	0	0	110	 0	  0	0	 0	0	0	0	 0	 0	 87	 0	 7	 0	  0	 12	 15	 0	 0	0	 5	 49	  9	 2	0	0	 0	 0	 0	0	 0	 0	  1	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  5	 0	 0	 0	  5	 1	  0	0	 20	 0	0	0	 0	 0	  3	 4	0	  0	 0	 0	 0	 0	  0	 0	 0	0	 0	 4	  0	0	 0	  0	 0	0	  0	 0	 22	 0	 0	  0	0	 0	 0	 32	0	 0	 1	 0	  1	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 2	 0	 0	 0	11	 0	0	 0
00007REM	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 7	 0	 0	  3	 0	 0	  0	 0	  1	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  1	 0	0	  0	0	 0	 0	0	 0	 16	0	  0	0	  2	 0	0	 0	  0	0	 0	0	0	0	0	 62	 0	  1	0	 0	0	0	0	 0	 3	 10	 0	 4	 0	  0	  4	 28	 0	 0	0	 4	 31	  3	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  0	 1	  0	0	  2	 0	0	0	 0	 4	  8	24	0	  0	 0	 0	 0	 0	  0	 0	 0	0	 0	 0	  0	0	 0	  0	 0	0	  2	 0	 11	 0	 7	  0	0	 0	 0	 31	0	 4	 0	 0	 75	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 1	 0	 0	 0	 0	 0	0	 0
00008CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  0	 0	 0	 19	 0	  9	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 2	0	0	0	 0	  0	2	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  0	 0	0	  0	0	 0	 0	0	 0	132	0	  2	0	  1	 0	0	 2	  0	0	 0	0	0	0	0	 72	12	  5	0	 1	0	0	0	 0	 0	  0	 2	 0	 0	  0	  0	  8	 0	 0	0	 0	  0	  0	 0	1	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 1	0	0	0	 0	0	  0	 0	 0	 0	  0	 0	  0	0	  0	 0	0	0	 0	 0	  0	20	0	  0	 1	 0	 0	 0	  0	 0	 0	0	 0	 0	  0	0	 0	  0	 0	0	  0	 0	  6	 0	 0	  0	0	 0	 0	  3	0	 0	 0	36	 87	0	 0	 1	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	0	 0
00008REM	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 1	 0	 0	  1	 0	 0	  0	 0	  0	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 1	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	  0	 0	0	  0	0	 0	 0	0	 0	  2	0	  0	0	  1	 0	0	 1	  0	0	 0	0	0	0	0	 30	 0	 24	0	 0	0	0	0	 0	 0	  0	 1	 0	 0	  0	  0	  0	 0	 0	0	 0	 22	  0	 3	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  9	 0	  0	0	  0	 0	0	0	 0	 3	  1	13	0	 12	 0	 0	 0	 0	  0	 1	 0	0	 0	 0	 32	0	 0	  3	 0	0	  2	 0	 30	 0	 0	  3	0	 0	 0	  2	0	 0	 2	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 1	 0	0	 0
00008WSE	0	0	0	  3	0	0	0	0	0	 2	18	0	39	0	0	1	0	3	0	0	 0	0	0	 44	0	0	0	 1	1	23	0	0	0	0	 0	 0	 0	0	0	0	 0	 5	 0	0	 5	0	0	 0	 5	0	24	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  0	 0	 1	  0	 0	  0	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 4	 0	 0	0	0	0	 0	0	0	0	  0	  0	 0	 25	 0	0	  0	0	 0	 1	0	 6	  0	0	  0	0	  0	 0	1	 0	  0	0	 0	0	0	0	0	 11	 0	  0	0	 0	0	0	0	 0	 0	  5	 0	 3	 0	  0	 12	  0	 0	 0	0	 0	  2	  0	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 4	0	1	0	0	1	1	 2	4	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  9	 0	  0	0	  0	 0	0	0	 0	12	 11	 0	0	  1	 0	 0	 0	 0	  0	 0	 0	0	 0	 0	 71	0	 0	  0	 0	0	  1	 0	 15	 0	 3	  0	0	 0	 0	  2	0	 0	 1	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	0	 0
00009CSR	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	  0	 0	 0	  0	 0	  0	0	0	0	 0	0	0	0	0	 0	0	0	 0	 6	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  3	  0	 0	  5	 0	0	  0	0	 1	 0	0	 0	215	0	  0	0	  5	 0	0	 3	  0	0	 0	0	0	0	0	124	 0	  1	0	 0	0	0	0	 0	 0	  0	 0	 1	 0	  0	  0	  0	 0	 0	0	 1	  0	 35	 0	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 1	  0	 0	  0	0	 38	 0	0	0	 0	 0	 40	 1	0	  0	 0	 0	 0	 2	  0	 0	 0	0	 0	 0	  0	0	 0	  0	 0	0	  0	 0	  8	 0	 0	  0	0	 1	 0	  0	0	 0	 0	 0	  0	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	 0	 0	 0	0	 0
00009REM	0	0	0	  0	0	0	0	0	0	 0	 0	0	 0	0	0	0	0	0	0	0	 0	0	0	  0	0	0	0	 0	0	 0	0	0	0	0	 0	 0	 0	0	0	0	 0	 0	 0	0	 0	0	0	 0	 0	0	 0	 0	 0	 0	0	0	0	0	0	 3	 1	 0	  0	 0	 0	  1	 0	  0	0	0	0	 0	0	0	0	0	 0	0	0	 0	 0	 0	0	0	0	 0	  0	0	0	0	0	 0	 0	 0	0	0	0	 0	0	0	0	  2	  0	 0	  0	 0	0	  0	0	 0	 0	0	 0	115	0	  0	0	  2	 0	0	 0	  0	0	 0	0	0	0	0	152	 0	  8	0	 0	0	0	0	 0	40	  7	 0	 0	 0	  0	  2	  5	 0	 0	0	 6	 16	  8	 8	0	0	 0	 0	 0	0	 0	 0	  0	0	 0	0	0	0	0	0	0	 0	0	0	0	0	0	 0	 0	 0	 0	0	0	0	 0	0	  0	 0	 0	 0	  2	 0	  1	0	  0	 0	0	0	 1	 2	  3	 0	0	  0	 0	 0	 0	 0	  0	 0	 0	0	 0	 0	 12	0	 0	  4	 0	0	  6	 0	  4	 0	19	  5	0	 0	 0	  0	0	 1	 2	 0	 52	0	 0	 0	0	0	0	0	 0	0	0	0	0	0	0	 0	 0	 0	 0	 0	0	0	0	0	0	 0	 0	 0	 0	28	 0	 0	0	 0
